country_KR,city_EN,city_KR
프랑스,Castres,카스트르
베트남,Haiphong,하이퐁
캐나다,Cat Lake,캣 레이크
미국,Catalina,카탈리나
이탈리아,Catania,카타니아
아르헨티나,IguazU,이구아수
필리핀,Catarman,카타르만
필리핀,Catbalogan,카트발로간
앙골라,Catumbela,카툼벨라
필리핀,Cauayan,카우아얀
콜롬비아,Puerto LeguIzamo,푸에르토 레기사모
미국,Carlsbad,칼즈배드
브라질,Caxambu,카샹부
브라질,Caxias do Sul,카시아스 두 술
벨리즈,CayeCaulker,카예 콜커
벨리즈,CayeChapel,카예 채플
프랑스령 기아나,Cayenne,카옌
미국,Jacksonville,잭슨빌
미국,Cedar City,시더 시티
오스트레일리아,Ceduna,세두나
터키,Kocaeli,코자엘리
미국,Denver,덴버
미국,Central,센트럴
미국,Bloomington,블루밍턴
미국,Grand Island,그랜드 아일랜드
미국,Mosinee,모시니
미국,Riverton,리버턴
칠레,Antofagasta,안토파가스타
필리핀,Taytay,타이타이
카보베르데,Sao Vicente,상비센트
체코,Ceske Budejovice,체스케 부데요비체
캐나다,Cold Lake,콜드 레이크
캐나다,GooseBay,구스 베이
칠레,Arica,아리카
페루,Chachapoyas,차차포야스
미국,Chadron,채드런
브라질,Barretos,바헤투스
아프가니스탄,Chaghcharan,차그차란
칠레,Chaiten,차이텐
미국,Chalkyitsik,챌키트시크
프랑스,Vatry,바트리
프랑스,Chambery,샹베리
인도,Chandigarh,찬디가르
인도,Chandrapur,찬드라푸르
중국,Baishan,바이산
중국,Changchun,창춘
중국,Changde,창더
중국,Changhai,창하이
중국,Changsha,창사
파나마,Changuinola,찬기놀라
중국,Changzhi,창즈
중국,Changzhou,창저우
그리스,Chania,차니아
중국,Chaoyang,차오양
러시아,Chara,차라
미국,Kansas City,캔자스시티
프랑스,Paris,파리
케이멘제도,Cayman Brac,케이맨 브라크
미국,Santa Rosa,산타 로사
미국,Charleston,찰스턴
오스트레일리아,Charleville,찰러빌
미국,Charlevoix,샤를부아
캐나다,Charlo,찰로
미국,Charlotte,샬럿
미국,Charlottesville,샬러츠빌
캐나다,Charlottetown,샬럿타운
캐나다,Charlottetown,샬럿타운
프랑스,Chateauroux,샤토루
미국,Chattanooga,채터누가
인도,Lucknow,러크나우
네팔,Rukumkot,루쿰콧
네팔,Chaurjhari,차우르자리
미국,Jamestown,제임스타운
러시아,Cheboksary,체복사리
가이아나,Georgetown,조지타운
미국,Chefornak,체포르낙
말라위,Chelinda,첼린다
러시아,Chelyabinsk,첼랴빈스크
미국,Chenega,체네가
중국,Chengde,청더
중국,Chengdu,청두
중국,Chengdu,청두
인도,Chennai,첸나이
미국,Lake Charles,레이크 찰스
중국,Chenzhou,천저우
대한민국,Cheongju,청주
프랑스,Cherbourg-Octeville,셰르부르 옥트빌
러시아,Cherepovets,체레포베츠
모로코,Al Hoceima,알호세이마
우크라이나,Cherkasy,체르카시
우크라이나,Chernivtsi,체르니우치
미국,Traverse City,트래버스 시티
러시아,Chersky,체르스키
캐나다,Chesterfield,체스터필드
멕시코,Chetumal,체투말
미국,Chevak,체박
캐나다,Chevery,체베리
미국,Cheyenne,샤이엔
인도,Mumbai,뭄바이
태국,Chiang Mai,치앙마이
태국,Chiang Rai,치앙라이
대만,Chiayi,자이
캐나다,Chibougamau,시부가모
미국,Chicago,시카고
미국,Chicago,시카고
멕시코,Chichen Itza,치첸이트사
일본,Chichijima,지치지마
미국,Chicken,치킨
미국,Chico,치코
남아프리카,Port Elizabeth,포트 엘리자베스
중국,Chifeng,츠펑
미국,Chignik,치그니크
미국,Chignik Lagoon,치그니크 라군
미국,Chignik Lake,치그니크 레이크
말라위,Blantyre,블랜타이어
오스트레일리아,Chillagoe,칠라고
파푸아뉴기니,Kundiawa,쿤디아와
모잠비크,Chimoio,시모이우
볼리비아,Chimore,치모레
스리랑카,Trincomalee,트린코말리
오스트레일리아,Chinchilla,친칠라
몽골,Ulaanbaatar,울란바토르
모잠비크,Tete,테테
그리스,Chios Island,히오스섬
잠비아,Chipata,치파타
미국,Sault Ste Marie,수세인트마리
미국,Eau Claire,오클레어
미국,Chisana,치사나
캐나다,Chisasibi,치사시비
몰도바,Chisinau,키시너우
러시아,Chita,치타
인도,Chitrakoot,치트라쿠트
파키스탄,Chitral,치트랄
파나마,Chitre,치트레
중국,Chizhou,츠저우
알제리,Chlef,슐레프
일본,Chofu,조후
몽골,Choibalsan,초이발산
솔로몬 제도,Choiseul Bay,초이셀 베이
러시아,Chokurdakh,초쿠르다흐
온두라스,Choluteca,촐루테카
조선민주주의인민공화국,Chongjin,청진
중국,Chongqing,충칭
중국,Wushan,우산
중국,Wulong,우룽
아르헨티나,Chos Malal,초스 말랄
뉴질랜드,Christchurch,크라이스트처치
오스트레일리아,Christmas Creek,크리스마스 크리크
크리스마스섬(오스트레일리아),Christmas Island,크리스마스섬
베트남,Chu Lai,쭈라이
미국,Chuathbaluk,추앗발루크
바하마,Chub Cay,춥 케이
일본,Nagoya,나고야
러시아,Neryungri,네륜그리
러시아,Chumikan,추미칸
태국,Chumphon,춤폰
캐나다,Churchill,처칠
캐나다,Churchill Falls,처칠 폴스
미크로네시아연방,Chuuk,추크
이탈리아,Rome,로마
도미니카공화국,Santiago,산티아고
피지,Cicia Island,키시아섬
미국,Cijulang,시줄랑
미국,Cincinnati,신시내티
미국,Hebron,히브론
미국,Alaska,알래스카
미국,Circle,서클
영국,Londonderry,런던데리
멕시코,Ciudad Constitucion,시우다드 콘스티투시온
에콰도르,Loja,로하
멕시코,Ciudad del Carmen,시우다드 델 카르멘
베네수엘라,Ciudad Guayana,시우다드 과야나
멕시코,Ciudad Obregon,시우다드 오브레곤
스페인,Ciudad Real,시우다드 레알
인도,Khajuraho,카주라호
바하마,Mangrove Cay,맹그로브 케이
오스트레일리아,Grafton,그래프턴
필리핀,Angeles,앙헬레스
미국,Clarks Point,클락스 포인트
앵귈라,The Valley,더 밸리
미국,Clayton,클레이턴
오스트레일리아,Clermont,클레르몽
프랑스,Clermont-Ferrand,클레르몽페랑
미국,Cleveland,클리블랜드
미국,Cleveland,클리블랜드
미국,Clinton,클린턴
미국,Little Rock,리틀록
미국,Clinton,클린턴
오스트레일리아,Cloncurry,클론커리
미국,Clovis,클로비스
말라위,Club Makokola,클럽 마코콜라
루마니아,Cluj-Napoca,클루지나포카
캐나다,Clyde River,클라이드 리버
브라질,Coari,코아리
미국,Bern,번
페루,Coatepeque,코아테페케
오스트레일리아,Cobar,코바
인도,Cochin,코친
오스트레일리아,Coconut Island,코코넛섬
코코스제도(오스트레일리아),Cocos Islands,코코스 제도
오스트레일리아,Coen,코엔
미국,Coffee Point,커피 포인트
미국,Coffman Cove,코프먼 코브
오스트레일리아,Coffs Harbour,코프스 하버
인도,Coimbatore,코임바토르
포르투갈,Coimbra,코임브라
미국,Cold Bay,콜드 베이
미국,Coldfoot,콜드풋
미국,Detroit,디트로이트
영국,Coll,콜
독일,Cologne,쾰른
스리랑카,Colombo,콜롬보
바하마,Colonel Hill,커널 힐
영국,Colonsay,콜론세이
미국,Colorado Springs,콜로라도 스프링스
미국,Columbia,컬럼비아
미국,Columbia,컬럼비아
미국,Columbus,컬럼버스
미국,Columbus,컬럼버스
캐나다,Colville Lake,콜빌 레이크
아르헨티나,El Calafate,엘 칼라파테
아르헨티나,BahIa Blanca,바이아블랑카
브라질,Bage,바제
이탈리아,Comiso,코미소
아르헨티나,Malarge,말라르게
아르헨티나,Concordia,콩코르디아
캐나다,Comox,코목스
브라질,Ponta Grossa,폰타 그로사
브라질,Cruz,크루즈
베트남,Con Dao Island,꼰다오섬
기니,Conakry,코나크리
미국,Concord,콩코드
브라질,Concordia,콩코르디아
브라질,Confresa,콘프레사
아일랜드,Spiddal,스피달
콜롬비아,Pitalito,피탈리토
파나마,Contadora Island,콘타도라섬
오스트레일리아,Coober Pedy,쿠버 페디
인도,Cooch Behar,쿠치 비하르
오스트레일리아,Cooktown,쿡타운
오스트레일리아,Cooma,쿠마
오스트레일리아,Coondewanna,쿤데완나
온두라스,Copan Ruinas,코판 루이나스
덴마크,Copenhagen,코펜하겐
캐나다,Coral Harbour,코럴 하버
파나마,Corazon de JesUs,코라손 데 헤수스
스페인,Cordoba,코르도바
그리스,Corfu,코르푸
아일랜드,Cork,코크
니카라과,Corn Islands,콘 아일랜드
미국,Corner,코너
브라질,Governador Valadares,고베르나도르 발라다레스
페루,Ayacucho,아야쿠초
페루,Tacna,타크나
페루,Iquitos,이키토스
아르헨티나,Catamarca,카타마르카
브라질,Lencois,렌소이스
벨리즈,Corozal,코로살
미국,Corpus Christi,코퍼스 크리스티
브라질,Corrente,코헨치
캐나다,Cortes+M4296,코르테스
미국,Cortez,코르테즈
브라질,Corumba,코룸바
포르투갈,Corvo Island,코르부섬
니카라과,Rivas,리바스
코스타리카,Coto 47,코토 47
에콰도르,Latacunga,라타쿵가
독일,Cottbus,콧부스
영국,Coventry,코번트리
방글라데시,Cox's Bazar,콕스바자르
멕시코,Cozumel,코수멜
바누아투,Craig Cove,크레이그코브
미국,Craig,크레이그
루마니아,Craiova,크라이오바
영국,Cranfield,크랜필드
멕시코,Creel,크리엘
오스트레일리아,Croker Island,크로커 아일랜드
미국,Crooked Creek,크루키드 크릭
캐나다,Cross Lake,크로스 레이크
이탈리아,Crotone,크로토네
브라질,Cruzeiro do Sul,크루제이루 두 술
모잠비크,Cuamba,쾀바
터키,Cukurova,추쿠로바
볼리비아,Culpina,쿨피나
영국,Cumbernauld,컴버놀드
오스트레일리아,Cunderdin,컨더딘
이탈리아,Cuneo,쿠네오
오스트레일리아,Cunnamulla,커너뮬라
네덜란드령 퀴라소,Willemstad,빌렘스타트
미국,Cut Bank,컷뱅크
인도네시아,Meulaboh,믠라보
필리핀,Cuyo,쿠요
버진 아일랜드,St. Thomas Island,세인트 토마스 섬
폴란드,Czestochowa,체스토호바
베트남,Da Nang,다낭
인도네시아,Singkep,싱켑
인도,Goa,고아
파키스탄,Dadu,다두
대한민국,Daegu,대구
서사하라,Dakhla,다클라
스웨덴,BorlAnge,보를랭에
터키,Dalaman,달라만
몽골,Dalanzadgad,달란자드가드
파키스탄,Dalbandin,달반딘
중국,Dali,달리
중국,Dalian,다롄
미국,Dallas,댈러스
미국,Dallas,댈러스
미국,Dallas,댈러스
아랍에미레이트,Dalma Island,달마 아일랜드
러시아,Dalnegorsk,달네고르스크
러시아,Dalnerechensk,달네레쳰스크
코트디부아르,Daloa,달로아
시리아,Damascus,다마스쿠스
나이지리아,Damaturu,다마투루
수단,Damazin,다마진
스리랑카,Dambulla,담불라
미국,Danbury,댄버리
중국,Dandong,단둥
미국,Madison,매디슨
네팔,Dang Tarigaun,당 타리가운
벨리즈,Dangriga,당그리가
코스타리카,Liberia,리베리아
필리핀,Tacloban,타클로반
중국,Daocheng,다오청
인도,Daporijo,다포리조
중국,Daqing,다칭
이란,Darab,다랍
인도,Darbhanga,다르방가
오스트레일리아,Darnley Island,다늘리 아일랜드
파푸아뉴기니,Daru,다루
오스트레일리아,Darwin,다윈
이란,Sari,사리
투르크메니스탄,DaSoguz,다쇼구즈
인도네시아,Datadawai,다타다와이
인도,Datia,다티아
중국,Datong,다퉁
캐나다,Dauphin,도핀
인도네시아,Rote Island,로테 섬
조지아,Kutaisi,쿠타이시
미국,Tucson,투손
사우디아라비아,Dawadmi,다와드미
미얀마,Dawei,다웨이
캐나다,Dawson City,도슨 시티
미국,Glendive,글렌다이브
캐나다,Dawson Creek,도슨 크릭
이란,Qeshm,퀘슘
미국,Dayton,데이턴
미국,Dayton,데이턴
미국,Daytona Beach,데이토나 비치
중국,Dazhou,다저우
중국,Dazhou,다저우
네덜란드,Den Helder,덴 헬더
미국,Prudhoe Bay,프루도 베이
바하마,Deadman's Cay,데드맨스 케이
캐나다,Dease Lake,디스 레이크
프랑스,Deauville,도빌
헝가리,Debrecen,데브레첸
미국,Decatur,디케이터
캐나다,Deer Lake,디어 레이크
캐나다,Deer Lake,디어 레이크
미국,Deering,디어링
중국,Mangshi,망시
시리아,Deir ez-Zor,데이르에즈조르
미국,Atlanta,애틀랜타
멕시코,Leon,레온
미국,Crescent City,크레센트 시티
멕시코,Monterrey,몬테레이
미국,Del Rio,델리오
캐나다,Deline,델린
중국,Delingha,더링하
미국,Escanaba,에스카나바
미국,Delta Junction,델타 정션
이디오피아,Dembidolo,뎀비돌로
오스트레일리아,Deniliquin,데닐리퀸
터키,Denizli,데니즐리
미국,Denver,덴버
인도,Deoghar,데오가르
인도네시아,Pangkalpinang,팡칼피낭
인도네시아,Kerinci,크린치
브라질,Salvador,살바도르
러시아,Deputatsky,데푸타츠키
중국,Deqing,더칭
파키스탄,Dera Ghazi Khan,데라가지칸
파키스탄,Dera Ismail Khan,데라이스마일칸
오스트레일리아,Derby,더비
미국,Des Moines,디모인
칠레,Copiapo,코피아포
캐나다,Desolation Sound,데솔레이션 사운드
미국,OkaloosaC,오칼루사 카운티
미국,Destin-Fort Walton,데스틴-포트 월턴
미국,Detroit,디트로이트
인도,Indore,인도르
미국,Devils Lake,데블스 레이크
오스트레일리아,Devonport,데번포트
인도네시아,Karimun Java,카리문 자와
이란,Dezful,데즈풀
몰디브,Dhaalu Atoll,달루 아톨
네팔,Dhangadhi,당가디
몰디브,Dharavandhoo,다라반두
브라질,Diamantina,지아만치나
인도,Dibrugarh,디브루가르
미국,Dickinson,디킨슨
칠레,Iquique,이키케
베트남,Dien Bien Phu,디엔비엔푸
니제르,Diffa,디파
프랑스,Dijon,디종
러시아,Dikson,딕슨
미국,Dillingham,딜링햄
바누아투,Dillon's Bay,딜런스 베이
인도,Dimapur,디마푸르
프랑스,Dinard,디나르
미국,Diomede,디오메드
브라질,CriciUma,크리시우마
니제르,Niamey,니아메이
네팔,Dipayal Silgadhi,디파얄 실가디
필리핀,Dipolog,디폴로그
중국,Shangri-La,샹그릴라
인도,Diu,디우
브라질,Divinopolis,지비노폴리스
터키,Diyarbakir,디야르바키르
스리랑카,kotte,코테
콩고,Djambala,잠발라
튀니지,Djerba,제르바
지부티,Djibouti,지부티
우크라이나,Dnipro,드니프로
미국,Marietta,마리에타
인도네시아,Dobo,도보
아르헨티나,Corrientes,코리엔테스
미국,Dodge City,닷지 시티
탄자니아,Dodoma,도도마
프랑스,Dole,돌
콩고,Dolisie,돌리시
네팔,Dolpa,돌파
아르헨티나,San Juan,산후안
인도네시아,Sorong,소롱
러시아,Moscow,모스크바
태국,Bangkok,방콕
인도,Donakonda,도나콘다
영국,Doncaster,던캐스터
아일랜드,County Donegal,도니골 주
우크라이나,Donetsk,도네츠크
베트남,DongHoi,동허이
베트남,Tuy Hoa,뚜이호아
수단,Dongola,동골라
중국,Dongying,둥잉
몽골,Uliastai,울리아스타이
인도,Arunachal Pradesh,아루나찰프라데시
오스트레일리아,Doomadgee,둠마지
독일,Dortmund,도르트문트
미국,Dothan,도선
카메룬,Douala,두알라
도미니카,St Andrew Parish,세인트 앤드루
브라질,Dourados,도라두스
미국,Dover,도버
베네수엘라,Valera,발레라
파라과이,Pedro Juan Caballero,페드로 후안 카바예로
인도,Nagpur,나그푸르
필리핀,Baler,발레르
파라과이,Mariscal Estigarribia,마리스칼 에스티가리비아
코스타리카,Drake Bay,드레이크 베이
미국,Fayetteville,페이어트빌
독일,Dresden,드레스덴
캐나다,Dryden,드라이든
독일,Dusseldorf,뒤셀도르프
아랍에미레이트,Dubai,두바이
아랍에미레이트,Dubai,두바이
오스트레일리아,Dubbo,더보
아일랜드,Dublin,더블린
미국,DuBois,듀보이스
크로아티아,Dubrovnik,두브로브니크
미국,Dubuque,뒤뷰크
미국,Duluth,덜루스
인도,Dumka,둠카
영국,Dundee,던디
앙골라,Dundo,둔도
뉴질랜드,Dunedin,더니든
중국,Dunhuang,둔황
오스트레일리아,Dunk Island,덩크 아일랜드
미국,West Chicago,웨스트 시카고
오만,Duqm,두쿰
미국,Durango,두랑고
타지키스탄,Dushanbe,두샨베
나이지리아,Dutse,두체
마요트,Dzaoudzi,자우지
미국,Eagle,이글
미국,Vail/Eagle,베일/이글
미국,Eagle River,이글 리버
미국,East Hampton,이스트 햄프턴
오스트레일리아,Kununurra,쿠누누라
영국,East Midlands,이스트 미들랜즈
미국,Longview,롱뷰
미국,Pendleton,펜들턴
미국,Bishop,비숍
미국,Martinsburg,마틴스버그
미국,College Station,칼리지 스테이션
캐나다,Eastmain,이스트메인
마샬 군도,EbonIsland,에본 섬
나이지리아,Abakaliki,아바칼리키
수단,Ed Daein,에드 다에인
영국,Eday,이데이
영국,Edinburgh,에든버러
캐나다,Edmonton,에드먼턴
캐나다,Edmonton,에드먼턴
에콰도르,Macas,마카스
미국,Edna Bay,에드나 베이
콜롬비아,San Vicente,산 비센테
브라질,Manaus,마나우스
케이멘제도,Little Cayman,리틀 케이맨
미국,Galena,갈레나
오스트레일리아,Pormpuraaw,폼푸라오
미국,Edwards,에드워즈
미국,Eek,이크
미국,Egegik,이게긱
아이슬란드,Egilsstaoir,에이일스타디르
미국,Fairbanks,페어뱅크스
네덜란드,Eindhoven,에인트호번
브라질,Eirunepe,에이루네페
중국,Ejin Banner,어진기
미국,Ekuk,이쿠크
미국,Ekwok,이쿠옥
온두라스,El Aguacate,엘 아과카테
콜롬비아,Yopal,요팔
볼리비아,La Paz,라파스
이집트,El Arish,엘 아리시
콜롬비아,El Bagre,엘 바그레
알제리,El Bayadh,엘 바야드
아르헨티나,El Bolson,엘 볼손
콜롬비아,Quibdo,키브도
콜롬비아,Bogota,보고타
콜롬비아,Armenia,아르메니아
콜롬비아,Providencia Island,프로비덴시아 섬
수단,El Fasher,엘 파셰르
알제리,El Golea,엘 골레아
스페인,Valverde,발베르데
이집트,NewValley,뉴 밸리
멕시코,Jalapa,할라파
칠레,Calama,칼라마
필리핀,El Nido,엘니도
이집트,Alexandria,알렉산드리아
수단,El Obeid,엘 오베이드
아르헨티나,El Palomar,엘 팔로마르
미국,El Paso,엘 파소
파나마,El Porvenir,엘 포르베니르
멕시코,Poza Rica,포사 리카
인도네시아,Kupang,쿠팡
아르헨티나,Puerto Madryn,푸에르토 마드린
칠레,Puerto Montt,푸에르토 몬트
베네수엘라,El Tigre,엘 티그레
이집트,El Tor,엘 토르
볼리비아,Santa Cruz,산타 크루스
터키,Elazig,엘라지그
오스트레일리아,Elcho Island,엘초 아일랜드
케냐,Eldoret,엘도렛
마샬 군도,Mejato Island,메자토 섬
미국,Elfin Cove,엘핀 코브
미국,Elim,엘림
러시아,Elista,엘리스타
미국,Elko,엘코
미국,Houston,휴스턴
남아프리카,Ellisras,엘리스라스
미국,Rapid City,래피드 시티
미국,Elmira,엘미라
에콰도르,Manta,만타
오스트레일리아,Elrose Mine,엘로즈 마인
미국,Ely,엘리
케냐,Embu,엠부
오스트레일리아,Emerald,에메랄드
스위스,Emmen,엠멘
미국,Emmonak,엠모낙
파푸아뉴기니,Emo,이모
인도네시아,Enarotali,에나로탈리
마샬 군도,Enejit,에네짓
마샬 군도,Enewetak,에네웨탁
튀니지,Enfidha,엔피다
인도네시아,Enggano Island,엔가노 섬
핀란드,Enontekio,에논테키외
파나마,Colon,콜론
파나마,David,다비드
네덜란드,Enschede,엔스헤데
중국,Enshi,언스
우간다,Entebbe,엔테베
쿡 군도,Atiu Island,아티우 섬
프랑스,epinal,에피날
미국,Omaha,오마하
이라크,Erbil,아르빌
러시아,Yerbogachen,예르보가첸
키프러스,Ercan,에르칸
브라질,Erechim,에레싱
중국,Erenhot,어롄하오터
독일,Erfurt,에르푸르트
미국,Erie,이리
캐나다,Whitehorse,화이트호스
터키,Kayseri,카이세리
미국,Prescott,프레스콧
콜롬비아,Barranquilla,바랑키야
나미비아,Windhoek,빈트후크
터키,Erzincan,에르진잔
터키,Erzurum,에르주룸
덴마크,Esbjerg,에스비에르
터키,Ankara,앙카라
오스트레일리아,Esperance,에스페랑스
아르헨티나,Esquel,에스켈
모로코,Essaouira,에사우이라
독일,Essen,에센
오스트레일리아,Melbourne,멜버른
터키,Ankara,앙카라
통가,Eua,에우아
미국,Eugene,유진
푸에르토리코,Mayagez,마야구에스
브라질,Vitoria,비토리아
스위스,Basel,바젤
프랑스,Mulhouse,뮐루즈
미국,Evansville,에반스빌
필리핀,Antique,안티케
인도네시아,Ewer,에웨르
미국,Excursion,엑스커션
영국,Exeter,엑서터
바하마,GeorgeTown,조지타운
중국,Echeng District,어청 구
네덜란드령 카리브,StEustatius,신트 외스타티위스
프랑스령 폴리네시아,Tahiti,타히티
프랑스령 폴리네시아,Faaite,파아이테
콜롬비아,MitU,미투
사모아,Apia,아피아
노르웨이,Fagernes,파게르네스
오만,Fahud,파후드
영국,Fair Isle,페어 아일
미국,Fairbanks,페어뱅크스
미국,Spokane,스포캔
파키스탄,Faisalabad,파이살라바드
프랑스령 폴리네시아,Fakahina,파카히나
프랑스령 폴리네시아,Fakarava,파카라바
인도네시아,Fakfak,팍팍
미얀마,Falam Surbung,팔람 수르붕
이탈리아,Palermo,팔레르모
사모아,Apia,아피아
네팔,Falgunand,팔구나드
미국,International Falls,인터내셔널 폴스
미국,False Pass,폴스 패스
파푸아뉴기니,Fane,판
프랑스령 폴리네시아,Fangatau,팡가타우
페루,Trujillo,트루히요
페루,Pucallpa,푸카이파
페루,Piura,피우라
페루,Chiclayo,치클라요
마다가스카르,Farafangana,파라팡가나
아프가니스탄,Farah,파라
기니,Faranah,파라나
몰디브,Faresmaathodaa,파레스마토다아
영국,Farnborough,판버러
포르투갈,Faro,파루
인도,Farrukhabad,파루카바드
이란,Fasa,파사
마다가스카르,Nosy Be,노시베
인도네시아,Bengkulu,벵쿨루
차드,Faya Largeau,파야 라르주
미국,Fayetteville,페이어트빌
아프가니스탄,Fayzabad,파이자바드
이탈리아,Rimini,리미니
스페인,Granada,그라나다
브라질,Feira de Santana,페이라 지 산타나
코트디부아르,Abidjan,아비장
미국,Spokane,스포캔
중국,Fengning,펑닝
솔로몬 제도,Fera Island,페라 섬
인도네시아,Sibolga,시볼가
우즈베키스탄,Fergana,페르가나
브라질,Fernando de Noronha,페르난두 지 노로냐
푸에르토리코,San Juan,산후안
모로코,Fez,페스
마다가스카르,Fianarantsoa,피아나란초아
프랑스,Figari,피가리
미국,Lopez Island,로페즈 아일랜드
아메리칸 사모아,Fitiuta,피티우타
오스트레일리아,Fitzroy Crossing,피츠로이 크로싱
미국,Flagstaff,플래그스태프
네덜란드령 카리브,Kralendijk,크랄렌데이크
캐나다,Flin Flon,플린 플론
오스트레일리아,Flinders Island,플린더스 아일랜드
이탈리아,Florence,플로렌스
미국,Florence,플로렌스
포르투갈,Flores Island,플로레스 섬
미국,Marathon,마라톤
노르웨이,Floro,플로뢰
독일,Lahr,라르
이탈리아,Foggia,포자
캐나다,Fond-du-Lac,퐁뒤라크
브라질,Fonte Boa,폰치 보아
미국,Iron Mountain,아이언 마운틴
노르웨이,Forde,포르데
이탈리아,Forli,포를리
아르헨티나,Formosa,포르모사
캐나다,Fort Albany,포트 올버니
캐나다,Fort Chipewyan,포트 치페와이언
미국,Fort Collins,포트 콜린스
미국,Fort Dodge,포트 다지
캐나다,Fort Frances,포트 프랜시스
캐나다,Fort Good Hope,포트 굿 호프
캐나다,Fort Hope,포트 호프
미국,Fort Lauderdale,포트 로더데일
미국,Fort Lauderdale,포트 로더데일
캐나다,Fort McMurray,포트 맥머리
캐나다,Fort McPherson,포트 맥퍼슨
캐나다,Fort Resolution,포트 레졸루션
캐나다,Fort Severn,포트 세번
캐나다,Fort Simpson,포트 심슨
캐나다,Fort Smith,포트 스미스
미국,Fort Smith,포트 스미스
캐나다,Fort St. John,포트 세인트 존
멕시코,Los Mochis,로스 모치스
미국,Fort Wayne,포트 웨인
미국,Fort Worth,포트 워스
미국,Fort Worth,포트 워스
미국,Fort Yukon,포트 유콘
오스트레일리아,Cloudbreak,클라우드브레이크
중국,Foshan,포산
영국,Foula,풀라
미국,Farmington,파밍턴
라이베리아,Foya,포야
브라질,Foz do Iguacu,포스 두 이구아수
브라질,Franca,프란카
가봉,Franceville,프랑스빌
브라질,Juiz de Fora,주이스 지 포라
필리핀,Busuanga,부수앙가
필리핀,Davao,다바오
브라질,Francisco Beltrao,프란시스쿠 벨트랑
페루,Jauja,하우하
브라질,Humaita,우마이타
에콰도르,Coca,코카
포르투갈,Porto,포르투
멕시코,Torreon,토레온
보츠와나,Francistown,프란시스타운
크로아티아,Zagreb,자그레브
브라질,MarIlia,마릴리아
쿠바,HolguIn,올긴
독일,Frankfurt,프랑크푸르트
독일,Lautzenhausen,라우첸하우젠
인도네시아,Biak,비아크
인도네시아,Ruteng,루텡
인도네시아,Maumere,마우메레
캐나다,Fredericton,프레더릭턴
미국,Fresno,프레즈노
미국,Friday Harbor,프라이데이 하버
미국,Friday Harbor,프라이데이 하버
미국,Hailey-Sun Valley,헤일리-선 밸리
독일,Friedrichshafen,프리드리히스하펜
통가,Nukualofa,누쿠알로파
파라과이,Fuerte Olimpo,푸에르테 올림포
스페인,Fuerteventura,푸에르테벤투라
아랍에미레이트,Fujairah,푸자이라
일본,Fukue,후쿠에
일본,Fukuoka,후쿠오카
일본,Fukushima,후쿠시마
미국,Atlanta,애틀랜타
몰디브,Funadhoo,푸나두
투발루,Funafuti,푸나푸티
바누아투,Futuna Island,푸투나 아일랜드
몰디브,Fuvahmulah,푸바물라
중국,Fuyang,푸양
중국,Fuyuan,푸위안
중국,Fuyun,푸윈
중국,Fuzhou,푸저우
아제르바이잔,Fuzuli,푸줄리
튀니지,Gabes,가베스
콜롬비아,Tame,타메
이란,Gachsaran,가크사란
튀니지,Gafsa,가프사
인도,Kangra,캉라
미국,Gainesville,게인즈빌
스웨덴,GAllivare,얄리바레
아일랜드,Galway,골웨이
인도네시아,Galela,갈렐라
가봉,Gamba,감바
이디오피아,Gambela,감벨라
미국,Gambell,갬벨
몰디브,Gan Island,간 아일랜드
캐나다,Gander,갠더
캐나다,Ganges,갠지스
아제르바이잔,Ganja,간자
중국,Xiahe,샤허
중국,Ganzhou,간저우
중국,Ruijin,루이진
말리,Gao,가오
파나마,Garachine,가라치네
리비아,Sirte,시르테
미국,Garden City,가든 시티
오스트레일리아,GardenPnt,가든 포인트
케냐,Garissa,가리사
카메룬,Garoua,가루아
소말리아,Garowe,가로웨
미국,Gary,게리
중국,Garze County,간쯔
캐나다,Gatineau,가티노
솔로몬 제도,Gatokae,가토카에
영국,London,런던
바누아투,Gaua Island,가우아 아일랜드
네팔,Siddharthanagar,싯다르타나가르
인도,Gaya,가야
터키,Gaziantep,가지안테프
터키,GazipaSa,가지파샤
폴란드,Gdansk,그단스크
폴란드,Gdynia Kosakowo,그디니아 코사코보
탄자니아,Geita,게이타
러시아,Gelendzhik,겔렌지크
부탄,Gelephu,겔레푸
콩고 민주공화국,Gemena,게메나
수단,Geneina,제네이나
칠레,Chillan,치얀
아르헨티나,Comodoro Rivadavia,코모도로 리바다비아
멕시코,Morelia,모렐리아
멕시코,Tampico,탐피코
멕시코,Durango,두랑고
멕시코,Veracruz,베라크루스
멕시코,Hermosillo,에르모시요
베네수엘라,Barcelona,바르셀로나
멕시코,Guaymas,과이마스
아르헨티나,Parana,파라나
브라질,Rio Verde,히우 베르데
멕시코,Zacatecas,사카테카스
멕시코,Reynosa,레이노사
멕시코,Monterrey,몬테레이
멕시코,Cuernavaca,쿠에르나바카
멕시코,Ciudad Victoria,시우다드 빅토리아
아르헨티나,General Pico,헤네랄 피코
멕시코,Mazatlan,마사틀란
멕시코,Chihuahua,치와와
멕시코,Mexicali,멕시칼리
필리핀,General Santos,헤네랄 산토스
멕시코,Matamoros,마타모로스
인도네시아,Purwokerto,푸르워케르토
에콰도르,Salinas,살리나스
미국,Peoria,피오리아
스위스,Geneva,제네바
