intent,question
arrival_congestion_prediction,인천공항 3층 전체 출국장 오늘 아침 6시 혼잡도는 어떤가요
arrival_congestion_prediction,오후 11시 1터미널 3층 전체 출국장 내일 승객 예상 인원수는요
arrival_congestion_prediction,오후 7시 1터미널 3층 출국장 12 구역 오늘 승객이 얼마나 될까요
arrival_congestion_prediction,새벽 4시 2터미널 3층 출국장 합계 내일 혼잡도 알려주세요
arrival_congestion_prediction,오늘 오후 3시쯤 1터미널 3층 출국장 12 구역에 우리 언니 출국할 건데 많이 붐빌까요
arrival_congestion_prediction,내일 아침 9시 친구 2터미널 3층 출국장 1 구역에서 비행기 타는데 사람 많을까요
arrival_congestion_prediction,우리 아기 오늘 오후 1시 1터미널 3층 출국장 3 구역에서 출국인데 사람 엄청 많을까요
arrival_congestion_prediction,동생 내일 저녁 6시 2터미널 3층 출국장 2 구역에서 출국 예정인데 좀 한가할까요
arrival_congestion_prediction,우리 부모님 오늘 오전 10시 인천공항 3층 출국장 전체 다 복잡할까요
arrival_congestion_prediction,1터미널 3층 출국장 합계 내일 우리 조카 데리고 언제쯤 배웅 나가는 게 제일 편할까요
arrival_congestion_prediction,오늘 오후 4시쯤 우리 언니 1터미널 3층 출국장 4 구역에서 출국인데 수속 오래 걸릴까요
arrival_congestion_prediction,애인 내일 새벽 2시 2터미널 3층 전체 출국장에서 출국인데 엄청 조용하겠죠
arrival_congestion_prediction,남편 오늘 오전 9시 1터미널 3층 출국장 56 구역으로 가는데 예상 인원 좀요
arrival_congestion_prediction,친구 내일 오후 7시 1터미널 3층 출국장 3 구역에서 출국인데 많이 기다려야 할까요
arrival_congestion_prediction,삼촌 오늘 오후 5시 2터미널 3층 출국장 1 구역에서 출국인데 사람 좀 있나요
arrival_congestion_prediction,지인 오늘 밤 10시 3층 출국인데 인천공항 3층 출국장 많이 기다려야 해요
arrival_congestion_prediction,할머니 내일 아침 6시 1터미널 3층 출국장 4 구역에서 출국인데 붐빌까 봐 걱정돼요
arrival_congestion_prediction,아들 오늘 정오 12시 2터미널 3층 출국장 2 구역에서 출국인데 예상 인원수가 어떻게 돼요
arrival_congestion_prediction,사촌 내일 밤 8시 1터미널 3층 출국장 56 구역에서 출국인데 많이 분주할까요
arrival_congestion_prediction,우리 가족 오늘 아침 8시 출국인데 인천공항 3층 출국장 모든 곳이 바쁜가요
arrival_congestion_prediction,언니 내일 밤 9시 1터미널 3층 전체 출국장에서 출국인데 얼마나 붐빌까요
arrival_congestion_prediction,친구 오늘 오후 6시 1터미널 3층 출국장 3 구역에서 출발인데 사람 몇 명이에요
arrival_congestion_prediction,고모 오늘 오전 7시 1터미널 3층 출국장 56 구역에서 출국인데 예상 인원 좀 알려주세요
arrival_congestion_prediction,부모님 내일 오후 1시 1터미널 3층 전체 출국장에서 출국인데 얼마나 혼잡할까요
arrival_congestion_prediction,남편 오늘 밤 11시 3층 출국인데 인천공항 3층 출국장에 사람 많을까요
arrival_congestion_prediction,가족 내일 오후 7시 1터미널 3층 전체 출국장에서 출국인데 인원 수 좀 봐주세요
arrival_congestion_prediction,오늘 오전 7시 1터미널 3층 출국장 12 구역에 사람 많이 몰릴까요
arrival_congestion_prediction,내일 아침 8시 2터미널 3층 출국장 1 구역은 얼마나 붐빌지 알려줘요
arrival_congestion_prediction,오늘 오후 1시 1터미널 3층 출국장 3 구역에서 엄청 기다려야 할까요
arrival_congestion_prediction,내일 저녁 6시 2터미널 3층 출국장 2 구역은 좀 널널할까요
arrival_congestion_prediction,오늘 오전 10시 인천공항 3층 출국장 전체 다 바쁠까요
arrival_congestion_prediction,내일 1터미널 3층 출국장 합계 언제 피크 시간이에요
arrival_congestion_prediction,오늘 오후 4시 1터미널 3층 출국장 4 구역에 승객이 얼마나 예상돼요
arrival_congestion_prediction,내일 새벽 2시 2터미널 3층 전체 출국장 거의 아무도 없겠죠
arrival_congestion_prediction,오늘 오전 9시 1터미널 3층 출국장 56 구역 몇 명쯤 나갈 것 같아요
arrival_congestion_prediction,내일 오후 7시 1터미널 3층 출국장 3 구역 엄청 복잡할까요
arrival_congestion_prediction,오늘 오후 5시 2터미널 3층 출국장 1 구역에 사람 좀 많이 있나요
arrival_congestion_prediction,내일 오전 12시 1터미널 전체 3층 출국장 상황 좀 알려주세요
arrival_congestion_prediction,오늘 밤 10시 인천공항 3층 출국장 많이 막힐까요
arrival_congestion_prediction,내일 오후 4시 2터미널 3층 출국장 총 예상 인원이 어느 정도예요
arrival_congestion_prediction,오늘 오후 2시 1터미널 3층 출국장 12 구역 지금 어떤 상태예요
arrival_congestion_prediction,내일 아침 6시 1터미널 3층 출국장 4 구역 혼잡할까 봐 걱정돼요
arrival_congestion_prediction,오늘 정오 12시 2터미널 3층 출국장 2 구역에 얼마나 많은 사람이 출국할까요
arrival_congestion_prediction,내일 밤 8시 1터미널 3층 출국장 56 구역 얼마나 붐빌까요
arrival_congestion_prediction,오늘 아침 8시 인천공항 3층 모든 출국장 현황 좀 봐주세요
arrival_congestion_prediction,내일 밤 9시 1터미널 3층 전체 출국장 승객 예상치는요
arrival_congestion_prediction,오늘 오후 6시 1터미널 3층 출국장 3 구역에 얼마나 많은 사람이 출발해요
arrival_congestion_prediction,내일 새벽 3시 2터미널 3층 출국장 합계는 조용할까요
arrival_congestion_prediction,오늘 오전 7시 1터미널 3층 출국장 56 구역 예상 출국 인원 알려주세요
arrival_congestion_prediction,내일 오후 5시 1터미널 3층 출국장 12 구역 혼잡도는 괜찮은 편인가요
arrival_congestion_prediction,오늘 오후 4시 2터미널 3층 출국장 1 구역에 승객이 많이 몰리나요
arrival_congestion_prediction,내일 오후 1시 1터미널 3층 전체 출국장 얼마나 답답할까요
arrival_congestion_prediction,오늘 밤 11시 인천공항 3층 출국장 많이 붐빌 것 같아요
arrival_congestion_prediction,내일 오후 10시 2터미널 3층 출국장 합계 예상 총 인원수는요
arrival_congestion_prediction,오늘 오후 3시 1터미널 3층 출국장 4 구역 상황 어떤가요
arrival_congestion_prediction,내일 오전 5시 1터미널 3층 출국장 3 구역은 한가할까요
arrival_congestion_prediction,오늘 오전 10시 2터미널 3층 출국장 2 구역에 얼마나 많은 사람이 대기하고 있을까요
arrival_congestion_prediction,내일 오후 6시 1터미널 3층 출국장 56 구역 혼잡도 괜찮을 것 같아요
arrival_congestion_prediction,오늘 오전 9시 인천공항 3층 전체 출국장 어때요
arrival_congestion_prediction,내일 오후 7시 1터미널 3층 전체 출국장 승객 수 좀 봐주세요
arrival_congestion_prediction,오늘 오후 1시 1터미널 3층 출국장 4 구역 승객이 얼마나 될지 궁금해요
arrival_congestion_prediction,내일 새벽 2시 2터미널 3층 출국장 합계 한산한가요
arrival_congestion_prediction,오늘 오후 2시 1터미널 3층 출국장 12 구역 예상 인원 몇 명이에요
arrival_congestion_prediction,내일 오전 8시 1터미널 3층 출국장 3 구역 많이 붐빌까요
arrival_congestion_prediction,오늘 오후 5시 2터미널 3층 출국장 2 구역에 사람 많이 있을 것 같아요
arrival_congestion_prediction,내일 오전 9시 1터미널 3층 전체 출국장 상태가 어떤가요
arrival_congestion_prediction,오늘 밤 9시 인천공항 3층 출국장 많이 복잡할까요
arrival_congestion_prediction,내일 오후 3시 2터미널 3층 출국장 합계 총 몇 명 예상돼요
arrival_congestion_prediction,오늘 오전 11시 1터미널 3층 출국장 56 구역 혼잡도 궁금해요
arrival_congestion_prediction,내일 오전 4시 1터미널 3층 출국장 4 구역 사람 거의 없을까요
arrival_congestion_prediction,오늘 오후 1시 2터미널 3층 출국장 1 구역에 얼마나 올 것 같아요
arrival_congestion_prediction,내일 밤 10시 1터미널 3층 출국장 3 구역 혼잡할 것 같아요
arrival_congestion_prediction,오늘 아침 6시 인천공항 3층 출국장 전체적으로 어때요
arrival_congestion_prediction,내일 밤 11시 1터미널 3층 전체 출국장 얼마나 붐빌까요
arrival_congestion_prediction,오늘 오후 7시 1터미널 3층 출국장 12 구역 사람 많아요
arrival_congestion_prediction,내일 새벽 4시 2터미널 3층 출국장 합계는 정말 조용하겠네요
arrival_congestion_prediction,우리 언니 오늘 오후 3시쯤 1터미널 3층 출국장 12 구역에서 출국할 건데 많이 붐빌까요
arrival_congestion_prediction,친구가 내일 아침 9시 2터미널 3층 출국장 1 구역에서 비행기 타는데 사람 많을까요
arrival_congestion_prediction,오늘 오후 1시 우리 아기 1터미널 3층 출국장 3 구역에서 출국인데 사람 엄청 많을까요
arrival_congestion_prediction,동생이 내일 저녁 6시 2터미널 3층 출국장 2 구역에서 출국 예정인데 좀 한가할까요
arrival_congestion_prediction,내일 1터미널 3층 출국장 합계 우리 조카 데리고 언제쯤 배웅 나가는 게 제일 편할까요
arrival_congestion_prediction,애인이 내일 새벽 2시 2터미널 3층 전체 출국장에서 출국인데 엄청 조용하겠죠
arrival_congestion_prediction,친구가 내일 오후 7시 1터미널 3층 출국장 3 구역에서 출국인데 많이 기다려야 할까요
arrival_congestion_prediction,부모님이 내일 오전 12시 1터미널 3층 전체 출국장 현황이 궁금해요
arrival_congestion_prediction,여동생이 내일 오후 4시 2터미널 3층 출국장 총 예상 인원이 얼마나 돼요
arrival_congestion_prediction,할머니가 내일 아침 6시 1터미널 3층 출국장 4 구역에서 출국인데 붐빌까 봐 걱정돼요
arrival_congestion_prediction,아들이 오늘 정오 12시 2터미널 3층 출국장 2 구역에서 출국인데 예상 인원수가 어떻게 돼요
arrival_congestion_prediction,사촌이 내일 밤 8시 1터미널 3층 출국장 56 구역에서 출국인데 많이 분주할까요
arrival_congestion_prediction,언니가 내일 밤 9시 1터미널 3층 전체 출국장에서 출국인데 얼마나 붐빌까요
arrival_congestion_prediction,친구가 오늘 오후 6시 1터미널 3층 출국장 3 구역에서 출발인데 사람 몇 명이에요
arrival_congestion_prediction,형이 내일 새벽 3시 2터미널 3층 출국장에서 출국하면 한산하겠죠
arrival_congestion_prediction,고모가 오늘 오전 7시 1터미널 3층 출국장 56 구역에서 출국인데 예상 인원 좀 알려주세요
arrival_congestion_prediction,언니가 오늘 오후 4시 2터미널 3층 출국장 1 구역으로 가는데 사람 많이 몰리나요
arrival_congestion_prediction,부모님이 내일 오후 1시 1터미널 3층 전체 출국장에서 출국인데 얼마나 혼잡할까요
arrival_congestion_prediction,친구가 내일 밤 10시 2터미널 3층 출국장 총 예상 인원이 궁금해요
arrival_congestion_prediction,조카가 오늘 오후 3시 1터미널 3층 출국장 4 구역으로 가는데 상황 좀 알려줘
arrival_congestion_prediction,동생이 내일 오전 5시 1터미널 3층 출국장 3 구역으로 가는데 혼잡도 예상 좀 해주세요
arrival_congestion_prediction,할아버지가 오늘 오전 10시 2터미널 3층 출국장 2 구역에서 출국하시는데 사람이 얼마나 될까요
arrival_congestion_prediction,친구가 내일 오후 6시 1터미널 3층 출국장 56 구역에서 출국인데 괜찮을까요
arrival_congestion_prediction,부모님이 오늘 오전 9시 3층 출국인데 인천공항 3층 출국장 전반적으로 어때요
arrival_congestion_prediction,가족들이 내일 오후 7시 1터미널 3층 전체 출국장에서 출국인데 인원 수 좀 봐주세요
arrival_congestion_prediction,친구가 오늘 오후 1시 1터미널 3층 출국장 4 구역에서 출국인데 사람 많나요
arrival_congestion_prediction,애인이 내일 새벽 2시 2터미널 3층 출국장으로 오는데 한가한 편인가요
arrival_congestion_prediction,엄마가 내일 오전 8시 1터미널 3층 출국장 3 구역으로 가는데 복잡할까요
arrival_congestion_prediction,언니가 오늘 오후 5시 2터미널 3층 출국장 2 구역으로 나오는데 사람 많을까요
arrival_congestion_prediction,아빠가 내일 오전 9시 1터미널 3층 출국장 전체적으로 어때요
arrival_congestion_prediction,부모님이 오늘 밤 9시 3층 출국인데 인천공항 3층 출국장 많이 북적일까요
arrival_congestion_prediction,친구가 내일 오후 3시 2터미널 3층 출국장 총 인원 얼마나 될까요
arrival_congestion_prediction,친구가 내일 오전 4시 1터미널 3층 출국장 4 구역으로 가는데 사람 거의 없겠죠
arrival_congestion_prediction,조카가 오늘 오후 1시 2터미널 3층 출국장 1 구역으로 나오는데 얼마나 올 것 같아요
arrival_congestion_prediction,형이 내일 밤 10시 1터미널 3층 출국장 3 구역으로 오는데 혼잡할까요
arrival_congestion_prediction,부모님이 오늘 아침 6시 3층 출국인데 인천공항 3층 출국장 전체적으로 어떤가요
arrival_congestion_prediction,친구가 오늘 오후 7시 1터미널 3층 출국장 12 구역으로 오는데 사람 많아요
arrival_congestion_prediction,애인이 내일 새벽 4시 2터미널 3층 출국장으로 오는데 정말 한산하겠네요
arrival_congestion_prediction,오후 3시에 출국할 건데 1터미널 3층 출국장 12 구역 오늘 사람 많을까요
arrival_congestion_prediction,아침 9시 2터미널 3층 출국장 1 구역은 내일 얼마나 붐빌지 알려줘요
arrival_congestion_prediction,오후 1시 1터미널 3층 출국장 3 구역에서 오늘 엄청 기다려야 할까요
arrival_congestion_prediction,저녁 6시 2터미널 3층 출국장 2 구역은 내일 좀 널널할까요
arrival_congestion_prediction,오전 10시 인천공항 3층 출국장 전체 오늘 다 바쁠까요
arrival_congestion_prediction,1터미널 3층 출국장 합계 내일 언제 피크 시간이에요
arrival_congestion_prediction,오후 4시 1터미널 3층 출국장 4 구역에 오늘 승객이 얼마나 예상돼요
arrival_congestion_prediction,새벽 2시 2터미널 3층 전체 출국장 내일 거의 아무도 없겠죠
arrival_congestion_prediction,오전 9시 1터미널 3층 출국장 56 구역 오늘 몇 명쯤 나갈 것 같아요
arrival_congestion_prediction,오후 7시 1터미널 3층 출국장 3 구역 내일 엄청 복잡할까요
arrival_congestion_prediction,오후 5시 2터미널 3층 출국장 1 구역에 오늘 사람 좀 많이 있나요
arrival_congestion_prediction,오전 12시 1터미널 전체 3층 출국장 내일 상황 좀 알려주세요
arrival_congestion_prediction,밤 10시 인천공항 3층 출국장 오늘 많이 막힐까요
arrival_congestion_prediction,오후 4시 2터미널 3층 출국장 총 예상 인원이 내일 어느 정도예요
arrival_congestion_prediction,오후 2시 1터미널 3층 출국장 12 구역 오늘 지금 어떤 상태예요
arrival_congestion_prediction,아침 6시 1터미널 3층 출국장 4 구역 내일 혼잡할까 봐 걱정돼요
arrival_congestion_prediction,정오 12시 2터미널 3층 출국장 2 구역에 오늘 얼마나 많은 사람이 출국할까요
arrival_congestion_prediction,밤 8시 1터미널 3층 출국장 56 구역 내일 얼마나 붐빌까요
arrival_congestion_prediction,아침 8시 인천공항 3층 모든 출국장 오늘 현황 좀 봐주세요
arrival_congestion_prediction,밤 9시 1터미널 3층 전체 출국장 내일 승객 예상치는요
arrival_congestion_prediction,오후 6시 1터미널 3층 출국장 3 구역에 오늘 얼마나 많은 사람이 출발해요
arrival_congestion_prediction,새벽 3시 2터미널 3층 출국장 합계 내일은 조용할까요
arrival_congestion_prediction,오전 7시 1터미널 3층 출국장 56 구역 오늘 예상 출국 인원 알려주세요
arrival_congestion_prediction,오후 5시 1터미널 3층 출국장 12 구역 내일 혼잡도는 괜찮은 편인가요
arrival_congestion_prediction,오후 4시 2터미널 3층 출국장 1 구역 오늘 승객이 많이 몰리나요
arrival_congestion_prediction,오후 1시 1터미널 3층 전체 출국장 내일 얼마나 답답할까요
arrival_congestion_prediction,밤 11시 인천공항 3층 출국장 오늘 많이 붐빌 것 같아요
arrival_congestion_prediction,오후 10시 2터미널 3층 출국장 합계 내일 예상 총 인원수는요
arrival_congestion_prediction,오후 3시 1터미널 3층 출국장 4 구역 오늘 상황 어떤가요
arrival_congestion_prediction,오전 5시 1터미널 3층 출국장 3 구역 내일은 한가할까요
arrival_congestion_prediction,오전 10시 2터미널 3층 출국장 2 구역에 오늘 얼마나 많은 사람이 대기하고 있을까요
arrival_congestion_prediction,오후 6시 1터미널 3층 출국장 56 구역 내일 혼잡도 괜찮을 것 같아요
arrival_congestion_prediction,오전 9시 인천공항 3층 전체 출국장 오늘 어때요
arrival_congestion_prediction,오후 7시 1터미널 3층 전체 출국장 내일 승객 수 좀 봐주세요
arrival_congestion_prediction,오후 1시 1터미널 3층 출국장 4 구역 오늘 승객이 얼마나 될지 궁금해요
arrival_congestion_prediction,새벽 2시 2터미널 3층 출국장 합계 내일 한산한가요
arrival_congestion_prediction,오후 2시 1터미널 3층 출국장 12 구역 오늘 예상 인원 몇 명이에요
arrival_congestion_prediction,오전 8시 1터미널 3층 출국장 3 구역 내일 많이 붐빌까요
arrival_congestion_prediction,오후 5시 2터미널 3층 출국장 2 구역에 오늘 사람 많이 있을 것 같아요
arrival_congestion_prediction,오전 9시 1터미널 3층 전체 출국장 내일 상태가 어떤가요
arrival_congestion_prediction,밤 9시 인천공항 3층 출국장 오늘 많이 복잡할까요
arrival_congestion_prediction,오후 3시 2터미널 3층 출국장 합계 내일 총 몇 명 예상돼요
arrival_congestion_prediction,오전 11시 1터미널 3층 출국장 56 구역 오늘 혼잡도 궁금해요
arrival_congestion_prediction,오전 4시 1터미널 3층 출국장 4 구역 내일 사람 거의 없을까요
arrival_congestion_prediction,오후 1시 2터미널 3층 출국장 1 구역에 오늘 얼마나 올 것 같아요
arrival_congestion_prediction,밤 10시 1터미널 3층 출국장 3 구역 내일 혼잡할 것 같아요
arrival_congestion_prediction,아침 6시 인천공항 3층 출국장 오늘 전체적으로 어때요
arrival_congestion_prediction,밤 11시 1터미널 3층 전체 출국장 내일 얼마나 붐빌까요
arrival_congestion_prediction,오후 7시 1터미널 3층 출국장 12 구역 오늘 사람 많아요
arrival_congestion_prediction,새벽 4시 2터미널 3층 출국장 합계 내일은 정말 조용하겠네요
arrival_congestion_prediction,오늘 오후 3시쯤 1터미널 3층 출국장 12 구역에서 우리 아빠 출국할 건데 많이 붐빌까
arrival_congestion_prediction,친구가 내일 아침 9시 2터미널 3층 출국장 1 구역에서 비행기 타는데 사람 많을까
arrival_congestion_prediction,오늘 오후 1시쯤 동생 1터미널 3층 출국장 3 구역에서 출국인데 사람 엄청 많을까요
arrival_congestion_prediction,내일 저녁 6시에 엄마가 2터미널 3층 출국장 2 구역에서 출국 예정인데 좀 한가할까요
arrival_congestion_prediction,가족들이 오늘 오전 10시 인천공항 3층 출국장 전체 다 복잡할까요
arrival_congestion_prediction,내일 1터미널 3층 출국장 합계 우리 조카 데리고 언제쯤 편하게 배웅 갈 수 있을까
arrival_congestion_prediction,오늘 오후 4시쯤 우리 언니 1터미널 3층 출국장 4 구역에서 수속 오래 걸릴까 봐 걱정돼요
arrival_congestion_prediction,애인이 내일 새벽 2시 2터미널 3층 전체 출국장에서 출국인데 진짜 조용하겠지
arrival_congestion_prediction,남편이 오늘 오전 9시 1터미널 3층 출국장 56 구역으로 가는데 예상 인원 좀 알려줄래요
arrival_congestion_prediction,친구가 내일 오후 7시 1터미널 3층 출국장 3 구역에서 출국인데 많이 기다려야 해요
arrival_congestion_prediction,삼촌 오늘 오후 5시 2터미널 3층 출국장 1 구역으로 가는데 사람 좀 있을까요
arrival_congestion_prediction,부모님이 내일 오전 12시 1터미널 3층 전체 출국장 상황 좀 알려주세요
arrival_congestion_prediction,지인 오늘 밤 10시 3층 출국인데 인천공항 3층 출국장 많이 기다려야 하나요
arrival_congestion_prediction,여동생이 내일 오후 4시 2터미널 3층 출국장 총 몇 명이나 나갈까
arrival_congestion_prediction,친구 배웅 오늘 오후 2시 나가는데 1터미널 3층 출국장 12 구역 지금 어때요
arrival_congestion_prediction,사촌이 내일 밤 8시 1터미널 3층 출국장 56 구역에서 출국인데 엄청 붐빌까요
arrival_congestion_prediction,우리 가족 오늘 아침 8시 출국인데 인천공항 3층 모든 출국장 상황 좀 알려주세요
arrival_congestion_prediction,언니가 내일 밤 9시 1터미널 3층 전체 출국장에서 출국인데 얼마나 붐빌 것 같아요
arrival_congestion_prediction,친구가 오늘 오후 6시 1터미널 3층 출국장 3 구역에서 출발하는데 사람 몇 명쯤 예상돼요
arrival_congestion_prediction,형이 내일 새벽 3시 2터미널 3층 출국장에서 출국인데 한산하겠죠
arrival_congestion_prediction,고모가 오늘 오전 7시 1터미널 3층 출국장 56 구역에서 출국인데 예측 인원 좀 알려주세요
airport_weather_current,ATMOS 데이터 보니까 공항 습도가 좀 높은 것 같은데 맞나요
airport_weather_current,ATMOS 데이터 중 기온 정보만 볼 수 있나요
airport_weather_current,ATMOS 데이터 중 습도만 볼 수 있나요
airport_weather_current,ATMOS 데이터 중 풍속만 볼 수 있나요
airport_weather_current,ATMOS 데이터가 갱신되는 주기는 어떻게 되나요
airport_weather_current,ATMOS 데이터가 실시간으로 반영되나요
airport_weather_current,ATMOS 데이터로 지금 공항 상태 알려줘
airport_weather_current,ATMOS 데이터에서 시간대별 기온 변화를 볼 수 있나요
airport_weather_current,TAF 전문에서 바람 정보만 알려줄 수 있나요
airport_weather_current,TAF 전문에서 오늘 날씨만 보여줘요
airport_weather_current,TAF 전문에서 오늘 오후 날씨 예보만 뽑아서 보여줄 수 있나요
airport_weather_current,TAF 전문에서 운고 정보만 알려줘요
airport_weather_current,TAF 전문에서 유효 기간 좀 알려줄 수 있어요
airport_weather_current,TAF 전문에서 중요한 부분만 설명해주세요
airport_weather_current,TAF 전문에서 최저 기온 정보만 알려줘요
airport_weather_current,강수량 정보로 공항 비가 얼마나 오는지 알 수 있나요
airport_weather_current,공항 ATMOS 데이터 보니까 기온이 오락가락하네요
airport_weather_current,공항 ATMOS 데이터에 기온 변화가 심한가요
airport_weather_current,공항 TAF 보니까 바람이 좀 세다는데 진짜예요
airport_weather_current,공항 TAF 어떻게 읽는 거예요
airport_weather_current,공항 TAF 읽는 법 알려주세요
airport_weather_current,공항 TAF 전문 보니까 바람이 좀 세다는데 맞나요
airport_weather_current,공항 TAF 전문에서 시정 정보만 뽑아줄 수 있어요
airport_weather_current,공항 TAF 해석 좀
airport_weather_current,공항 TAF에서 바람 정보만 뽑아줄 수 있나요
airport_weather_current,공항 기상 예보 좀 더 자세하게
airport_weather_current,공항 기상 예보 좀 더 자세히 알려줘요
airport_weather_current,공항 기상 예보 좀 자세히 알려줘
airport_weather_current,공항 기상 전문 오늘 거 다 줘
airport_weather_current,공항 기상 전문 오늘자 전부 다요
airport_weather_current,공항 기상 정보 새로운 거 떴어
airport_weather_current,공항 기상 정보 업데이트 된 거 있어요
airport_weather_current,공항 기상 정보 최신 업데이트 있어요
airport_weather_current,공항 기온 몇 도예요
airport_weather_current,공항 기온이 오늘 최고로 몇 도까지 올라갈지
airport_weather_current,공항 날씨 예보에 갑작스런 변화 있나요
airport_weather_current,공항 날씨 예보에 강한 바람 소식은 없나요
airport_weather_current,공항 날씨 예보에 특이사항 있나요
airport_weather_current,공항 날씨 지금 어떤지 알려줘
airport_weather_current,공항 날씨 바람이 세서 걱정돼요
airport_weather_current,공항 날씨 태풍 영향은 언제쯤부터인가요
airport_weather_current,공항 날씨 태풍이 접근 중인가요
airport_weather_current,공항 날씨가 갑자기 추워졌어요 왜 그런가요
airport_weather_current,공항 날씨는 어떤지 궁금해요
airport_weather_current,공항 날씨는 지금 어떤지 궁금해요
airport_weather_current,공항 도착했는데 너무 추워서 현재 기온이 궁금해요
airport_weather_current,공항 바람이 강해서 비행기 이착륙에 문제 없나요
airport_weather_current,공항 바람이 비행에 문제 될 정도인가요
airport_weather_current,공항 습도 높으면 좀 눅눅한가요
airport_weather_current,공항 습도 높은 편인가요
airport_weather_current,공항 습도 몇 퍼센트예요
airport_weather_current,공항 습도가 너무 낮아서 건조하진 않겠죠
airport_weather_current,공항 습도가 너무 낮아서 건조한가요
airport_weather_current,공항 습도가 너무 낮아서 피부 건조해지진 않겠죠
airport_weather_current,공항 습도가 너무 낮으면 건조주의보 내려지나요
airport_weather_current,공항 습도가 너무 낮으면 정전기 생기나요
airport_weather_current,공항 습도가 너무 높으면 짐 꿉꿉해지나요
airport_weather_current,공항 습도가 너무 높은데요 괜찮은 건가요
airport_weather_current,공항 습도가 높으면 결로 현상 생기나요
airport_weather_current,공항 습도가 높으면 많이 꿉꿉한가요
airport_weather_current,공항 습도가 높으면 불쾌지수도 올라가나요
airport_weather_current,공항 습도가 높으면 체감 온도는 어떤가요
airport_weather_current,공항 습도가 몇 인지 실시간으로 알려주세요
airport_weather_current,공항 습도가 실시간으로 어떻게 변하나요
airport_weather_current,공항 습한 편인가요 현재
airport_weather_current,공항 시정 나쁘면 비행기 못 뜰 수도 있다고
airport_weather_current,공항 시정 상태 좀 알려주세요
airport_weather_current,공항 시정 안 좋으면 비행기 못 뜨나요
airport_weather_current,공항 시정 안 좋으면 비행기 못 뜨는 거 맞아요
airport_weather_current,공항 시정거리가 몇 미터인지 알려주세요
airport_weather_current,공항 시정이 너무 좋아서 멀리까지 다 보여요 몇 km죠
airport_weather_current,공항 시정이 너무 좋아서 잘 보이네요 몇 킬로미터에요
airport_weather_current,공항 시정이 비행에 문제없나요
airport_weather_current,공항 시정이 안 좋으면 항공편 결항될 수도 있나요
airport_weather_current,공항 시정이 항공기 운항에 지장 없나요
airport_weather_current,공항 온도 몇 도야
airport_weather_current,공항 주변 날씨가 왜 이렇게 흐려요
airport_weather_current,공항 주변 날씨가 왜 이렇게 흐릿흐릿해
airport_weather_current,공항 지금 습한 편인가요
airport_weather_current,공항 최고 기온이 몇 도까지 올라갈까요
airport_weather_current,공항 현재 기온 몇 도죠
airport_weather_current,공항 현재 날씨는 어떤가요
airport_weather_current,공항 현재 습도는요
airport_weather_current,공항 현재 시정거리는 몇 미터죠
airport_weather_current,공항 활주로에 물 고여있을 정도로 비가 오나요 지금
airport_weather_current,공항 활주로에 물 고일 정도로 비가 오나요 지금
airport_weather_current,공항에 강수량이 계속 늘고 있나요
airport_weather_current,공항에 강수량이 급격히 늘고 있나요
airport_weather_current,공항에 도착했는데 너무 추워요 기온이 몇 도죠
airport_weather_current,공항에 도착했는데 너무 추워요 현재 기온이 몇 도죠
airport_weather_current,공항에 바람 얼마나 부는지 좀
airport_weather_current,공항에 비 예보가 변동됐나요
airport_weather_current,공항에 비 예보가 없어졌나요
airport_weather_current,공항에 비 오나요 지금
airport_weather_current,공항에 비가 오고 있나요
airport_weather_current,공항에 비가 오면 강수량은 얼마인가요
airport_weather_current,공항에 새벽 안개 소식 있나요
airport_weather_current,공항에 새벽에 안개가 끼는 걸까요
airport_weather_current,공항에 지금 기온 몇 도인가요
airport_weather_current,공항에 지금 바람 불어
airport_weather_current,공항에 지금 바람은 어떤 상태인가요
airport_weather_current,공항에 지금 바람은 어떤가요
airport_weather_current,공항에 지금 비가 내리는지 확인 부탁해요
airport_weather_current,공항에 지금 안개 꼈나요
airport_weather_current,공항에 지금 안개 꼈어
airport_weather_current,공항에 지금 안개나 연무가 끼어있나요
airport_weather_current,기온이 오늘 공항에서 많이 떨어질까요
airport_weather_current,기온이 오늘 공항에서 최고 몇 도까지 올라갈까요
airport_weather_current,나 우산 없는데 공항 왜 이렇게 하늘이 어두워
airport_weather_current,나 우산 없는데 왜 이렇게 하늘이 까맣지
airport_weather_current,남편 공항 도착 시간인데 거기 시야 괜찮은지 알려줘요
airport_weather_current,남편 데리러 공항 가야 하는데 지금 비 많이 와요
airport_weather_current,내일 공항 가는 길 날씨 괜찮을지 궁금해요
airport_weather_current,내일 공항 가는 길 안개 때문에 시야 안 좋을까 봐 걱정
airport_weather_current,내일 공항 가는 길 안개 심할까 걱정돼요
airport_weather_current,내일 공항 가는 길 안개 심할까 봐 걱정돼요
airport_weather_current,내일 공항 가는데 옷 어떻게 입어야 할지 모르겠어요
airport_weather_current,내일 공항 가는데 옷차림 어떻게 해야 할지 감이 안 와요
airport_weather_current,내일 공항 기상 예보 좀 볼 수 있을까요
airport_weather_current,내일 공항 기상 예보는 어떤가요
airport_weather_current,내일 공항 날씨 어떨지 궁금
airport_weather_current,내일 공항 날씨 예보는 어떻게 되나요
airport_weather_current,내일 공항 날씨는 어떨까요
airport_weather_current,내일 공항 바람 세게 불까봐 걱정돼
